"Notes","Exclude","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","WorkerID","AgreeParticipate","CollTeachThoughts","SculptorRating","SculptorExplain","sculptor_effortlackof","sculptor_effortany","sculptor_sdllackof","sculptor_sdlany","sculptor_pglackof","sculptor_pgany","sculptor_enjoylow","sculptor_enjoyhigh","sculptor_feedbacklackof","sculptor_feedbackany","sculptor_carelackof","sculptor_careany","sculptor_infllackof","sculptor_inflany","sculptor_admirelackof","sculptor_admireany","GardenerRating","GardenerExplain","gardener_effortlackof","gardener_effortany","gardener_sdllackof","gardener_sdlany","gardener_pglackof","gardener_pgany","gardener_enjoylow","gardener_enjoyhigh","gardener_feedbacklackof","gardener_feedbackany","gardener_carelackof","gardener_careany","gardener_infllackof","gardener_inflany","gardener_admirelackof","gardener_admireany","CoachRating","CoachExplain","coach_effortlackof","coach_effortany","coach_sdllackof","coach_sdlany","coach_pglackof","coach_pgany","coach_enjoylow","coach_enjoyhigh","coach_feedbacklackof","coach_feedbackany","coach_carelackof","coach_careany","coach_infllackof","coach_inflany","coach_admirelackof","coach_admireany","AppStoreRating","AppStoreExplain","app_effortlackof","app_effortany","app_sdllackof","app_sdlany","app_pglackof","app_pgany","app_enjoylow","app_enjoyhigh","app_feedbacklackof","app_feedbackany","app_carelackof","app_careany","app_infllackof","app_inflany","app_admirelackof","app_admireany","TourGuideRating","TourGuideExplain","tg_effortlackof","tg_effortany","tg_sdllackof","tg_sdlany","tg_pglackof","tg_pgany","tg_enjoylow","tg_enjoyhigh","tg_feedbacklackof","tg_feedbackany","tg_carelackof","tg_careany","tg_infllackof","tg_inflany","tg_admirelackof","tg_admireany","CaptainRating","CaptainExplain","captain_effortlackof","captain_effortany","captain_sdllackof","captain_sdlany","captain_pglackof","captain_pgany","captain_enjoylow","captain_enjoyhigh","captain_feedbacklackof","captain_feedbackany","captain_carelackof","captain_careany","captain_infllackof","captain_inflany","captain_admirelackof","captain_admireany","PersonalMetRank","PersonalMetRank_8_TEXT","PersonalMetExplain","Gender","Gender_5_TEXT","AttentionCheck","RaceEthnicity","RaceEthnicity_7_TEXT","CollegeYesNo","CollegeLongAgo","field","EducationLevel","TeachExp","ExperienceFree","Age_1","Political","LibCons_1","Issues","Comments","mTurkCode","filter_$","recentcollege","sculptmetrat","gardmetrat","coachmetrat","appmetrate","tourmetrate","captmetrate","INC_metaphoricality"
,,"6/20/18 18:18","6/20/18 18:57",0.0,"209.54.4.29",100.0,2292.0,1.0,"6/20/18 18:57","R_24oaMLmiDcqyq9v",,,,,36.75270081,-90.48529816,"anonymous","EN","A34SEPYGXZ9PCL",1.0,"I think about a teacher who doesn't really put a lot of effort into their curriculum. Most of my teachers have been laid back to the point that they just didn't really care much about what happens in regards to their students' education.",4.0,"A teacher can highly influence a young mind's thoughts and perceptions. They can't necessarily turn students into entirely different people, but they can offer insightful opinions and advice.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"I think that although the college teachers I have had have been very lazy in terms of schoolwork, they do teach us a lot about life. They are influential people that we see on a regular basis who have a lot of insight into 'adult life' so to speak.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,"Teachers want you to succeed, for the most part. They are supposed to be our motivators and want us to do well.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,"I don't really think this is a good analogy but it gets the point across. Teachers are willing to share their information with us as long as we ask, for the most part.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"A teacher is supposed to teach us about the unknown. We are tourists in an unfamiliar location, and they are the guides with adequate knowledge about our surroundings.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"The teacher is meant to help us work together and learn collaboratively. I've heard this metaphor many times before and I agree with it to an extent.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,,"I think that these professors are a lot more experienced in many aspects. They offer us guidance in terms of both education and our private lives.",2.0,,3.0,1.0,,1.0,3.0,"general ed",4.0,1.0,"substitute teaching",22.0,2.0,31.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM2139388677</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0
,,"6/20/18 20:03","6/20/18 20:12",0.0,"148.74.232.199",100.0,504.0,1.0,"6/20/18 20:12","R_25APZR1aNiMrTqs",,,,,40.63079834,-74.5121994,"anonymous","EN","A31DI99CWPTJBK",1.0,"I think about an intelligent person who knows his or her subject but has little common sense or ability to explain their thoughts clearly to average individuals",6.0,"College professors do everything they can to indoctrinate their students with their views and biases.  So they attempt to ""sculpt"" the students to think just like them.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"Again, I think this is somewhat true because a gardner can determine the outcome of his or her plants by taking good care (teaching well) of the plants or hurt the plants by ignoring them (teaching poorly).",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"College professors don't ""train"" their students to think like a coach does to an athlete.  They indoctrinate them, usually with liberal ideas.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,"I'm not even sure that this metaphor is supposed to mean.  But no, teachers are not an app store because often students can't choose their own professors like they can choose an app.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"I agree with this because a tour guide shows tourists what the guide wants the to see in his or her city.  Similarly, professors only share the information and studies with their students that they want to.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"You have to follow the orders of your professor (or captain) or else you will suffer the consequences.  In the classroom this translates to poor grades.",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,"Once again, I think this is most apt because I felt that in the majority of my college courses at the graduate and undergraduate levels, the professors were not interested in my thoughts or freedom of thought but wanted to push their political viewpoints down my throat.  They wanted to sculpt me in their image.",2.0,,1.0,1.0,,1.0,6.0,"history",6.0,1.0,"I have been a full-time history teacher for 9 years and teach English online part time.",33.0,3.0,79.0,"no","n/a","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM24593466692</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0
"Didn't go to college","Yes","6/20/18 12:17","6/20/18 12:19",0.0,"99.60.232.109",100.0,126.0,1.0,"6/20/18 12:19","R_25vDH22trui6g7a",,,,,38.70120239,-90.36699677,"anonymous","EN","A37KREDYGDTP4U",1.0,"I think of someone who worked really hard. To get what they want. They are a sart person who makes good decsiions constantly",5.0,"nA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"I disagree, because most things we are taught are useless. This applies more to parents x children.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,"NA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"N",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"NA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"This makes more sense, because they are steering you intoa positive futureq",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,,"I think it fits because they are steering you toa  good future.",2.0,,3.0,1.0,,4.0,,,2.0,2.0,,26.0,2.0,2.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM78867881677</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",0.0,,0.0,1.0,,,,3.0,1.0
,,"6/20/18 11:56","6/20/18 12:12",0.0,"141.214.17.243",100.0,931.0,1.0,"6/20/18 12:12","R_25zGcm6j3McIzN8",,,,,42.32409668,-83.71130371,"anonymous","EN","A2XMFTY9WB05U6",1.0,"Someone who is very knowledgeable and champions education. They enjoy learning and sharing their knowledge with others.",6.0,"The teacher uses his or her experiences and knowledge to help shape the student's minds, to get them to better grasp what they are being taught.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"The teacher plants the seed into the student and the student grows from their. The teacher continues to mend the garden and the students learn and grow form what they are taught and instructed.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,"The teacher is like the coach giving knowledge about a subject just like a coach give tips, advice and strategy to athletes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"I can see the comparison but at the same time I do not think it is accurate. The students cannot pick and choose what they want to learn from the teacher.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"The teach is bringing them on a journey but I think I only somewhat agree because a tour guide is providing a more passive experience whereas a teacher is usually there to get the subject, the knowledge embedded and deeply understood.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,"The students are not their to help run the ship, they are their to gain knowledge so this comparison I do not feel is as good as some of the others. Sailors assist the captain with a lot of the ship work.",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,"I think it fits well with saying that a teacher helps to shape a student's mind just as a sculptor shapes the clay. I feel like my college teachers have helped shape me in some ways as how to think about certain subjects or view certain aspects of a subject.",1.0,,3.0,1.0,,1.0,5.0,"Computer Network Administration",4.0,2.0,,32.0,1.0,1.0,"No issues.","No comments","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM1223635473</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,1.0,4.0,5.0,3.0,2.0,4.0,4.0,1.0
,,"6/20/18 19:25","6/20/18 19:35",0.0,"69.47.37.88",100.0,602.0,1.0,"6/20/18 19:35","R_28MQCUTH8bwmLGB",,,,,41.6934967,-87.61450195,"anonymous","EN","A14WLAP6TCEKO0",1.0,"Someone who is very smart and a bit introverted. They like to do research and they enjoy reading books.",1.0,"A teacher should no sculpt the student to be what they want the student to be. The teacher should encourage the student's curiosity and help them when they need help.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"A gardener is someone that shapes a garden to their liking. A teacher is someone that helps students achieve their independence.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"A teacher is someone that guide a student, not command them. This is what a coach does. Instead, the teacher should serve as a gentle and understanding guide and the student should be free to choose what they want to do.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,"I think that a teacher is more like a guide that present students with a variety of options to choose from. The teacher provides the student with the knowledge so that the student makes an informed decision.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"Like a tour guide, the teacher present students with interesting and different aspects and notions on the student's journey to being a well-rounded person.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"A teacher is more like a guide that helps people get to where they need or want to go. A captain of a ship determines the destination and the sailors follow. That is not what a teacher should do for their students.",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,,"This is the metaphor that best encompass the student/teacher relationship. It is a metaphor that implies that the student still have independence and that they can see a variety of interesting things.",1.0,,3.0,2.0,,1.0,6.0,"computer science",6.0,2.0,,34.0,1.0,15.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM76484000987</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0
,,"6/20/18 19:11","6/20/18 19:18",0.0,"172.243.104.0",100.0,428.0,1.0,"6/20/18 19:18","R_28TI7zXfNvuE1lc",,,,,38.26660156,-90.86430359,"anonymous","EN","A1WL3NZ50YEOWP",1.0,"Underpaid, underappreciated.  ""Your response must be at least 100 characters."" Dude, tell me that at the beginning... They are underpaid. They need to be paid more for the important job that they do. They are also underappreciated.",4.0,"Eh. I guess that this one is a little ok. But, you can't shape people that much; it's more like the people are almost like wood. Sure, you can try to do a bit, but it's not going to change much.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,"Sure, I agree a little with this one. It's kind of like the statue one.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"No. Coaches don't do that much and do not affect people in the way that a teacher does.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"Ha. No. This one is stupid as fuck. Did the person that wrote this even know what apps are?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"No. Teachers actually teach people the things that they need to learn, not just show things and shuffle along.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"Nah. Sailors can always mutiny and take over. Students can't do that to a teacher.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,,"Teachers just do their best. Some people listen and get something, some do not. And, some teachers are good at what they do and others are just getting a paycheck and their name on papers.",5.0,,3.0,1.0,,1.0,4.0,"comp sci",5.0,2.0,,32.0,2.0,50.0,"Yes. You have GOT to pay more for what you need from us.","You're being cheap with the payment.","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM43434928876</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,1.0,4.0,1.0,1.0,,3.0,2.0,1.0
,,"6/20/18 8:55","6/20/18 9:05",0.0,"68.70.176.230",100.0,649.0,1.0,"6/20/18 9:05","R_29v4hcop2MBUo9t",,,,,41.6499939,-83.67410278,"anonymous","EN","A1DS5O8MSI3ZH0",1.0,"A college teacher is like a boss. He can't hold your hand through everything instead he is a guide to your learning.",4.0,"A teacher uses the students that are like a ball of clay and molds them into a worker. HE teaches them what they need to know in order to be a functioning human being.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"This is just like the sculptor metaphor. These are getting to be redundant. The teacher waters the students with knowledge and they grow...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"This is an obvious one. Sometimes teacher are coaches too. They are essentially doing the same things when they teach and coach and that is to get kids to learn something.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,"I kind of get the metaphor but I am not sure it fits well. You don't go to a teacher and search for things, that teacher shows you things you need to know.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,"A teacher is teaching the students things they don't know about like a tour guide shows people things they have never seen and tells them things they have never heard.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"The teacher is is like the captain because he is in charge of his students and and he leads them. The students are there to learn from the teach just like sailors learn form the captain.",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,,"It is the one with the most similarity.",1.0,,3.0,1.0,,1.0,6.0,"engineering",5.0,2.0,,41.0,3.0,56.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM60865913653</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,3.0,4.0,1.0,3.0,2.0,,1.0
,,"6/20/18 22:28","6/20/18 22:32",0.0,"172.56.10.138",100.0,270.0,1.0,"6/20/18 22:32","R_2aE2iYAPk9clInT",,,,,42.37550354,-83.07720184,"anonymous","EN","A37AWU2VH1ZIXX",1.0,"arrogant and above students. Sometimes caring and goes the extra mile to be thoughtful. Doing a job.",5.0,"a teacher creates a person by the way they teach",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"a student flourishes with the proper teaching",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"i somewhat agree but in a way no",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"that doesnt really make much sense to me",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"students need to be led the way and the proper guide shows them the way",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"it makes no sense to me as that I dont understand that",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,"it makes sense to me and explains the relationship perfectly",2.0,,3.0,1.0,,2.0,,,4.0,2.0,,42.0,3.0,42.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM61947160967</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,,2.0,2.0,,,3.0,,1.0
,,"6/20/18 20:05","6/20/18 20:16",0.0,"108.240.91.85",100.0,624.0,1.0,"6/20/18 20:16","R_2aWblOB5018rP83",,,,,39.6473999,-84.15730286,"anonymous","EN","A224NA6C04CO3N",1.0,"professional, knowledgeable, often has strong political opinions and sometimes cannot keep them to themselves.",4.0,"in college you are taught methodologies as much as facts. Most people can do these methodologies with training, but it takes a good teacher to explain how they work and get people to follow them.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"You cannot weed students out because they are disruptive or failing. Nor can you nurture them like  a plant. You have to give them the tools they need and let them grow on their own.",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,"Like a coach a teacher at college level has to give students practical advice and push them to be the best they can be. But unlike a coach the class is not necessarily a team, and the kind of team spirit you go for in sports is not necessary.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"A teacher is not there to give students whatever they want, not in the class room at any case. Nor should students see themselves as consumers. Looking at college as an apprenticeship is more precise.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,"School isn't there for fun,  nor is it a presentation of plain facts.and a teacher needs to be actively involved rather than passively showing people stuff. It isn't a good metaphor.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,"A teacher at the college level has to teach more than facts, they have to lead students in a methodology. to that end they have to control the classroom with students being active participants rather than observers.",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,,"It describes best what the teacher is and what the students are. The best teachers guided students through their class, and if necessary gave them orders and discipline, but did not do their work for them.",1.0,,2.0,1.0,,1.0,6.0,"History",5.0,2.0,,32.0,2.0,56.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM31416643933</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0
,,"6/20/18 22:28","6/20/18 22:44",0.0,"107.203.133.176",100.0,977.0,1.0,"6/20/18 22:44","R_2CrZUnfFawRVYVu",,,,,32.53050232,-97.30760193,"anonymous","EN","A38CRZ7PUNFOC1",1.0,"spewing information, dull, not creative in teaching, sit and get, very book intelligent and not worldly smart",6.0,"If a student wants to be changed the professor is the one to change them.  I think professors have a great impact on students.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,"This is a good metaphor.  Students will all grow.  By definition learning is growth.  Some will learn an enormous amount while others not so much.  With good nurturing by the teacher the student will grow stronger, faster and healthier.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,"A teacher is like a coach.  The student has a general idea what to do.  The coach is there to refine and make them better.",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"Do we let college students choose which things they will learn?  My college teachers stood in front of us and lectured.  Probably the worst way to teach.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,"A tour guide shows people around.  The people can learn as much as they want to with or without the guide.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,"I agree with the metaphor.  But I see the captain as teaching the students how to be the captain.  Do students just follow orders?",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,"Everyone can learn.  Some learn more than others.  The best teachers will bring out the best in students.  Those qualities may not be class material but may be more about curiosity, love of learning, and learning about the world.  I am a teacher.  I hope my students not only learn the material but they learn to take opportunity, persevere, and be able to deal successfully with all kinds of people.",1.0,,3.0,1.0,,1.0,6.0,"History",5.0,1.0,"I teach math to middle school students in a public, inner city school.",57.0,2.0,34.0,"no","This survey made me think.","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM72746608166</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,2.0,5.0,2.0,1.0,1.0,4.0,1.0
,,"6/21/18 1:04","6/21/18 2:01",0.0,"174.84.9.237",92.0,3418.0,0.0,"6/22/18 9:11","R_2dL54ZomOIb0CA1",,,,,,,"anonymous","EN","A10LLBV0M1H0B1",1.0,"A few of my most memorable teachers reminded me of my dad. They were hard, no-nonsense, strictly business guys, but they pushed me to study harder, ask questions and engage more. And when I succeeded, that pat on the back or ""well done"" was so worth it.",5.0,"Again, I can agree with this metaphor. The sculptor will guide the clay along the wheel much as it is the responsibility of the teacher to guide their students on the wheel of learning. What begins as a crude interest can be molded and shaped into an accomplished, polished mastery of the material.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"I can see how this could be used as a metaphor, although I like the ""ship captain"" one better.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
