StudyID,Study,Condition,Durationinseconds,worker,Q93,teacher_thoughts,metaphor_think,transfer,holdattention,communicate,present,challenge,motivate,participate,question,conversation,stimulate,answer,knowadvance,expectations,rules,knowledgeable,respect,prepared,confident,posenviron,care,feedback,gettoknow,needs,understanding,available,listen,personable,community,knowotherstudents,support,teamwork,discussion,debate,creative,goal,effort,influence,adapt,experts,authority,intelligent,abstract,knowtalkabout,ATTCHK4,metaphorother,teacresponsibility,studresponsibility,tvs,influence_learn,influence_develop,favorite_metaphor,favorite_metaphor_8_TEXT,Metaphor_justify,gender,attentioncheck,race,race_7_TEXT,college,Collegelongago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_A,f2_nurterer,f3_authority,f1_communitybuilder,f4_engagingcommunicator,f5_stimulator
301,2,gardener,1179,A1AD0XP7UTCMY2,1,I think of someone that has higher knowledge than the rest of the people in the classroom. This person is more knowledable just in certain topics.,The teacher is like a gardener because he takes care of the plants. He is responsible for feeding knowledge into their minds.,7,5,5,6,6,7,6,5,6,7,6,3,6,7,6,7,6,5,6,6,6,6,6,6,6,6,6,6,6,7,6,5,5,4,7,7,7,6,7,6,7,4,6,4,Teachers are creative.,95,84,1,100,70,1,NA,I like this metaphor because they mold our minds. Everything I learned in college was because of my teacher and most of my ideas are influenced based on their teachings. Being so in a way as a sculptor they mold what you learn and how you think.,1,3,6,NA,1,3,6,1,I worked as a tutor for the undergrad class. I helped them learn through small classroom sessions.,27,1,NA,31,Survey worked perfectly.,"No comments at all, survey was straight forward.",0.771156512,0.874568712,0.993137943,0.12109177,0.37128809
302,2,gardener,850,ASS0YATH0WK3R,1,"When I think of a college professor, I imagine stern and busy. I also picture them in front of a large group of students.","The teacher, the gardener, is necessary for the student, the plant, to grow.  The teacher is essential for growth.",7,4,2,7,5,6,4,1,4,5,5,5,4,1,7,1,1,2,4,6,4,2,4,4,1,1,3,3,1,2,2,2,3,3,3,6,4,2,7,1,7,2,6,4,no,100,10,1,100,96,2,NA,I chose this metaphor because I really like it. We are similar to plants in the means of growth. The other metaphors were also good but i do like this one.,2,3,1,NA,1,4,5,2,NA,27,3,NA,39,no,no,-0.77615807,-2.326708088,-1.636247044,-1.790820167,-1.261206396
303,2,gardener,399,A3EH553FEF0D9M,1,A person who teaches college students and does their own research or work. They are employee by a college and usually have a PhD or Masters in their field.,"The teachers gives the students the nutrients (knowledge) needed to grow, just like a gardener provides food and nourishment for their plants.",6,5,4,5,5,5,6,2,5,5,5,6,6,5,5,5,4,4,7,7,6,5,6,5,3,5,6,6,6,5,3,5,2,5,7,6,7,3,5,3,6,4,3,4,NA,82,56,1,49,83,2,NA,"I think this is the most positive of the metaphors. It describes the teacher's role as being nurturing, and the best teachers often are.",2,3,1,NA,2,NA,5,1,I tutor Math and Chemistry,28,1,NA,0,No,No,0.328188442,-0.568462769,0.243515864,-0.069716208,-0.720695034
304,2,gardener,5709,A39K96O3MHVJJS,1,"Most of my professors seem stern, no-nonsense, unforgiving. I dont really think they care about what may be going on in you life to make your grades go down they more so care about getting things done no matter the circumstance.",The treat waters the student with the knowledge and as students we soak up the information as best as possible to get a better understanding.,7,7,7,7,6,7,7,7,6,7,7,6,7,7,7,6,7,5,5,7,7,5,6,5,5,4,4,5,5,5,5,7,6,6,5,7,4,7,7,7,7,4,6,4,teachers are extremely organized,80,100,2,80,49,1,NA,I prefer this metaphor because of us students have our minds shaped by what we learn from our teachers they essentially warp our minds into understanding and interpreting information better.,2,3,"2,3",NA,2,NA,3,1,"At the beginning of my college career, I worked with special needs students to help them understand their work better.",24,1,NA,0,no,no,0.892475585,0.829870917,0.147279201,0.470847924,1.251425074
305,2,gardener,2238,A2RXH2WQVVTAPY,1,"They are the one who teach profession,they are the one that teach advance moral and they have the semi-final touch in modelling ones life.","They are the one who modify the life of a student,they remode the students life in terms of moral,intellectual and their career at large.",7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,NA,7,7,7,7,7,7,7,7,7,4,NA,74,73,1,82,82,2,NA,"Student have their own talent,attitude and knowledge but teacher is the one remove the bad in them and modify the good in them for their future potential.",1,3,1,NA,1,5,5,1,I taught some high school student for two years.,25,2,NA,50,NA,NA,1.18624585,1.22988137,1.394320616,1.373283977,1.218896665
306,2,gardener,646,A12QDESPJEK5BL,1,They are retired a lot of the time or teaching college as a side job. They aren't always caring or helpful.,"They could relate because the teacher will help the student grow in life, similar to a plant growing. They both mature.",5,4,5,6,5,5,5,5,4,4,6,5,5,7,5,7,5,5,5,4,4,3,4,5,5,5,5,5,3,4,5,4,4,4,5,4,5,4,4,5,5,5,4,4,NA,70,50,1,91,32,3,NA,"In my experiences, I had a lot of college teachers that didn't care too much about the students. I had many professors that used powerpoints from textbook publishers and that's all they would ""teach"". As a student it was difficult to learn in class. I had to develop many skills on my own and figure it out. I picked them being the coach because thats how I relate my experience. I feel they were in charge and called the ""plays"", but it was all up to the students (athletes) to improve and teach ourselves. If an athlete wants to improve, they need to do lots of work on their own time, just like me.",2,3,1,NA,1,2,5,2,NA,24,3,NA,91,No,No,-0.906677999,0.761336373,-0.196428925,-0.348408235,-0.379891992
307,2,gardener,1248,AE87K978IXPYP,1,Being a college teacher is very different from being a primary school teacher; you don't necessarily need a degree in instruction to teach a subject.,"This analogy seems to have some parallels such as a teacher has to respond to a student's individual needs, just like a gardener has to care for each plant individually.",3,5,6,4,4,6,5,2,5,5,6,5,4,2,6,2,6,4,6,6,5,6,7,6,6,6,4,6,5,3,4,4,3,5,6,6,6,7,6,4,6,4,5,4,NA,86,86,2,94,51,4,NA,"This metaphor more closely reflects the ""closeness"" between the students and the teacher. All of the other ones imply a greater level of commitment from the student and the teacher.",1,3,4,NA,1,1,5,2,NA,23,1,NA,13,NA,NA,1.05521183,-1.595903341,-0.318701089,-0.085893304,-0.678973763
308,2,gardener,793,AM02YP6440HLO,1,"What comes to my mind when I think about a college teacher is a college professor. Someone who is very smart, intelligent and knows how to do their job well.","This is a great metaphor, it is saying that teachers have the knowledge and wisdom and they bestow it upon their students, Helping the students to learn, grow and become better. Just like a gardener does with plans.",7,7,7,7,6,7,7,4,7,7,7,7,6,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,4,no,92,56,1,100,34,3,NA,"I like this one a lot because it fits teachers and students very well. A teacher is like a coach in the sense that they help, teach and only want the best for the student. Students are apart of a teachers team and teachers usually love and adore them, just like a coach does.",1,3,"1,2",NA,2,NA,2,2,NA,21,3,NA,0,none,Great survey! Thanks,1.282800008,0.69617703,1.34126837,1.239725465,0.930299147
309,2,gardener,766,ADXRJFEHIDXRE,1,I think about someone who is experienced and well-learned in the field that they teach. They are smart and have an ability to share knowledge regarding their field.,"This means that the teacher must nourish, watch over and take care off their students so that they are able to grow and reach their full potential.",7,7,5,6,2,5,7,1,7,7,7,7,5,1,7,6,7,6,7,7,7,6,7,7,7,7,4,2,2,2,2,7,3,4,7,7,7,6,6,6,7,4,6,4,"No, not that I can think of.",100,10,1,100,100,4,NA,"A teacher is like a tour guide because they show students the material they are teaching lesson by lesson, much like a tour guide shows tourists from room to room. The tour guide can stop to answer questions from those that want to know more, just like a teacher when a student asks a question. However, in the end no matter how much the tour guide talks and shows it is up to the tourists to pay attention and take in the information they are learning about much like students do. No matter how good the tour guide is their will always be some tourists who do not pay attention, just like with students.",1,3,1,NA,1,4,5,2,NA,25,2,NA,10,No.,It was interesting.,0.935703174,-0.599667998,-1.679064061,0.535593118,-0.115273996
310,2,gardener,2574,A1S9N071I5RPE9,1,When I think of someone who is a professor I think of someone who is knowledgable and approachable. They are someone who is the type of person that will take the time to explain a difficult concept.,"This metaphor makes sense because students can only expand their knowledge like a plant grows. Plants can be fine on their own, kind of like students, but a good gardner can make them florish, like a good professor.",6,4,5,5,5,5,3,3,3,6,2,6,6,4,6,5,5,5,6,6,6,6,6,5,6,5,5,5,4,4,5,3,3,5,6,6,5,6,6,4,5,4,5,4,Teaches nurture their students,72,62,1,77,76,3,NA,I believe that students have an inherent level of talent and that they could reach things on their own but with the assistance of a good coach they can unlock their total potential.,1,2,1,NA,1,2,5,2,NA,24,4,Democratic Socialists,0,No,No,0.687295592,-0.221762369,-0.190231886,-0.174218853,-0.762588352
311,2,gardener,506,AZCGF2D7QIO10,1,A college teacher is a person who is there to teach you about a certain topic that you will need to be successful.,This metaphor means that the teacher's job is to take care and make sure the students grow successfully.,6,5,6,6,3,7,5,3,7,5,5,7,6,4,6,7,7,5,7,7,6,7,7,6,7,7,6,7,4,5,5,4,2,6,7,7,7,7,7,7,6,3,7,4,NA,85,70,1,90,90,4,NA,I prefer this metaphor because I see the average teacher more as a guide. They are there to show you the way but it's ultimately up to tourists or students to follow the guide or teacher.,1,3,7,Indian,2,NA,3,2,NA,22,1,NA,40,NA,NA,1.315981616,0.442682756,0.284297631,0.468775661,-1.074033999
312,2,gardener,601,A12KBRXJJ8IZCR,1,"It largely depends on the college but a good college teacher is engaged, passionate and thorough. I find that community college teachers are often more passionate and engaging than their university counterparts.","This metaphor seems a bit juvenile for college level education. However, a college teacher can be like a gardener to the plant like students because a college teacher has the unique opportunity to help guide the growth of the plants during one of the most transformative times of the plant's life.",6,6,4,7,6,6,4,7,7,4,5,7,6,7,5,4,6,6,7,7,6,6,7,7,6,7,5,6,4,7,7,1,3,7,7,7,6,5,6,4,7,6,6,4,Teachers encourage growth in their students,73,86,2,100,57,2,NA,"I prefer this method because plants are living creatures. They will grow how they will grow, sometimes regardless of pruning or other things made available to them. Students can have the best teachers in the world and still might turn out poorly.",2,3,1,NA,2,NA,5,1,I am an ESL teacher and have taught students of varying ages how to speak/read/write English,29,1,NA,1,No.,No.,0.87326995,0.476413429,0.92261576,-0.359330623,-1.194521293
313,2,gardener,748,AFIRH8MV85A4D,1,They seem to be more quirky than my high school teachers were. They also tend to be highly educated and passionate about their field.,"Water helps plants grow, so in this case the teacher is ""watering"" students with knowledge and the students grow.",6,4,4,6,6,6,6,4,4,6,6,4,6,4,6,6,6,6,4,6,6,6,4,6,6,6,6,4,4,6,6,4,4,4,6,6,6,6,6,6,6,4,6,4,NA,100,0,1,97,91,3,NA,"I can relate to it as I played sports when I was younger. I think it fits the idea of how you need to work on your own. The same way you can't just show up to practice or games and expect to be good, you have to study and do homework on your own time.",1,3,1,NA,2,NA,3,2,NA,19,2,NA,35,"No, it went smoothly",NA,0.269586564,0.374549769,0.356844523,-0.130826547,-0.30666527
314,2,gardener,668,A38RZAOYL9QA7F,1,College teacher is a well educate individual who like to teach people. They're sometimes close to their students sometimes not .,Well the teacher is like to take care of his student feed them with knowledge so they can grow their IQ .,7,4,4,4,5,6,6,5,5,7,7,7,4,3,5,1,3,3,2,6,6,4,NA,2,4,2,2,4,1,2,4,3,4,3,7,4,5,3,5,2,7,5,4,4,Teacher help student be more mature in their thinking,81,84,1,89,71,1,NA,"Because a teacher and the way he teach can change a student, by the way he think, what he learn from his teacher.  He's most likely to reproce what a teacher told him to do, in the year after",1,1,1,NA,1,4,5,2,NA,29,2,NA,11,none,NA,NA,NA,NA,NA,NA
315,2,sculptor,642,A39XD5I3E00YO3,1,"Someone who is dedicated yet casual, smart but understanding. Also it makes me think of people who are great with talking and helping others learn.","A college teacher can alter the lives and decisions people make with their careers. Thus, a college teacher can cause students lives to change and be a catalyst for it.",7,7,5,7,7,7,7,7,4,7,7,5,7,7,7,7,7,7,7,4,7,7,7,7,7,5,5,7,5,7,2,1,3,7,7,7,6,7,7,5,6,7,5,4,NA,100,100,1,82,86,4,NA,I prefer this metaphor because it describes what my college experience was like and means that teachers show the way and then students either follow or don't follow and do other stuff. Also this metaphor is what my college experience was like. Teachers tried to help all the students and most of them followed the way and others just fell of the curb or got into trouble or just tried to ruin others college experiences and ended up losing their college opportunities because of it.,1,3,1,NA,1,2,4,2,NA,27,1,NA,4,No I did not.,Yes. Thank you for letting me participate in the survey.,0.990198854,1.331725616,0.189304979,0.554055849,-0.932168365
316,2,sculptor,640,AFA77JJROHLHZ,1,"When I first think about a college teacher, I think they are intelligent, friendly, helpful and brave.",A college teacher can be like a sculptor and a student can be like clay because a college teacher is sculpting students future by providing them with knowledge and a certificate that they will need to be successful in the work-force.,7,3,4,6,6,6,3,3,3,3,6,4,5,2,6,2,5,5,3,3,5,3,3,4,4,4,4,3,2,NA,2,2,3,4,4,6,5,3,6,3,6,4,6,4,n/a,100,50,1,100,60,1,NA,I prefer this metaphor because there was a clear meaning behind it in my head and it made the most sense. I wasn't creative enough to come up with one myself and the other metaphors weren't that great in my opinion. This metaphor fits in my experience and views of college teaching because I believe a teachers job is to teach students new material and allow them to further their knowledge which I think this metaphor demonstrates exactly that.,1,2,1,NA,1,1,4,2,NA,21,1,NA,40,No,n/a,NA,NA,NA,NA,NA
317,2,sculptor,463,A2RBLCZUM38XUX,1,I think of an older gentleman typically when I think of a college teacher.  I'm not sure why but I must have had a lot of older men as professors in college.,A college teacher can sculpt the student's thoughts and mold them into what they want them to learn.,6,7,5,6,6,7,7,6,7,7,5,5,6,6,7,6,6,5,5,5,5,6,6,7,7,5,6,6,7,5,6,5,6,5,5,5,6,7,6,5,6,6,7,4,None that I can think of,86,66,1,100,93,4,NA,"I think it portrays students as having more free will, and learning about things they decide they want to learn about.",1,3,1,NA,1,5,5,2,NA,29,1,NA,7,No,No,0.73037561,0.466371172,0.712610459,0.356871707,0.858635365
318,2,sculptor,742,A277JAOM353NAV,1,I think about a professor that wants you to dig deeper. They may or may not care about what they are teaching.,A college teacher helps mold the student into learning. They use their knowledge and use it to teach the students ie the sculptor making the student out of clay.,6,6,5,6,6,6,6,6,6,5,4,6,5,6,6,6,4,4,5,5,5,5,2,3,6,5,4,5,5,4,6,5,6,6,6,4,4,5,6,5,6,6,6,4,no,98,22,1,99,68,3,NA,I chose this metaphor because it puts the responsibility on both parties. I have been in classes in which my professor loved what they were teaching and very passionate but it didn't rub off on me. I have also been in classes where the teacher didn't care much for the subject and I excelled very well. Athletes have to put their all in their sport to perform well. The coach is there to help them but without an effort from the athlete the person can not excell.,2,3,2,NA,2,NA,3,2,NA,20,1,NA,9,no,no,-0.720317328,0.403687475,0.334904206,-0.43307041,0.602974759
319,2,sculptor,1007,A9BMIKFN0XHYH,1,"Someone who is older and has a master's or doctorate degree, teaches adults, teaches continuing education courses.",A college teacher helps sculpt the minds of young adults. They already have the foundational skills from previous years of school which is 'the clay' but the college teacher helps to sculpt their minds with the skills they need to do what they want to do in life as a career.,4,1,4,6,6,3,1,4,5,6,2,6,4,2,6,1,1,1,1,1,4,2,1,3,1,2,2,1,1,1,3,2,1,1,6,3,5,4,6,1,5,4,4,4,NA,41,92,2,65,82,4,NA,Some college students try out different majors just like tourists try out different places. A college teacher guides the college student in the direction they want to go towards the career path they choose.,2,1,1,NA,1,1,5,1,I am currently a certified elementary school teacher and have taught for half a year now. I also spent a year student teaching in elementary school.,27,3,NA,71,No,NA,-1.837534232,-2.106877048,-1.890282463,-2.17605971,-0.945189949
320,2,sculptor,1308,A3AUCEKATP0Q4I,1,"I think of someone who is relaxed, but knows their subject well. I think they enjoy what they teach.",A college teacher helps to make students into what they need to be to succeed in their future careers.,7,3,6,7,5,5,5,2,5,5,5,5,6,6,6,6,5,6,6,4,5,2,3,3,2,5,5,4,2,1,3,5,5,5,6,6,3,2,6,6,6,2,5,4,NA,90,7,1,76,89,4,NA,"Teachers help to guide the students, but students do the hard work, and put the time in.",2,3,1,NA,3,5,2,2,NA,23,3,NA,76,NA,NA,-1.547934321,0.443527443,-1.545169838,0.194048584,-0.067060932
321,2,sculptor,2236,AN7N56XWXCX45,1,"When I think of a college teacher, I think of a professor, a graduate teaching assistant, or instructor who is knowledgeable in the topic or course they are teaching. Stereotypically, I also tend to associate college teachers as being dull or boring although I know that there are exceptions to this, especially if the teacher is younger or has good ratings on sites like Rate My Professors.","A college teacher is like a sculptor in the sense that they are metaphorically molding the student with content and knowledge from a subject to become the image or masterpiece the teacher wants to witness from the student. The student is metaphorically like clay because they are required to follow the instructor's directions, give or take some resistance. Ultimately though, the student is molded with the content they must know by the instructor.",6,4,5,6,7,6,4,7,4,6,6,6,7,6,7,7,4,6,6,4,5,6,4,4,6,6,5,4,4,4,4,4,4,5,7,7,7,4,7,7,7,4,7,4,No.,90,20,1,90,90,2,NA,"I believe that I resonate with this metaphor the best because I feel that a teacher plants the seed of knowledge and will support the plant (student) when needed. However, it is upon the plant (student) to grow by themselves and gain the means necessary to survive and nourish themselves independently.",1,3,4,NA,2,NA,3,1,I have taught preschoolers and have been a teaching assistant for a psychology class in high school.,20,1,NA,10,No.,No.,-0.423608682,1.178525178,-0.394218716,0.029116017,0.034530797
322,2,sculptor,627,A03172343NB8PHO,1,I think of a teacher who is personable and likes to talk a lot. Teachers in college are also much more opinionated than ones you'll find in high school or other academic institutions.,A college teacher sees their pupils and provides them with lessons and reasoning that can shape the type of people the pupils become.,5,4,5,5,5,4,4,5,5,5,4,6,6,5,4,4,4,5,5,5,3,4,5,5,5,4,5,5,3,3,3,4,6,4,5,NA,5,5,3,5,5,5,5,4,No.,55,75,1,61,50,3,NA,"For me, it resonates with me most because I am an athlete. A good coach can truly have a huge effect on their players.",1,3,1,NA,1,1,5,2,NA,24,3,NA,82,No.,No.,-0.130478589,-0.115312258,-0.857704503,-0.250591723,0.175497091
323,2,sculptor,719,A2NGD01946RWYW,1,A more professional teacher who teaches things relevant to real life. A college teacher will be more relatable to some as they might be more social than other kinds of teachers.,A college teacher shapes the way their students see to the world or how they fit into it. A student is like clay is that they attempt to fit into society although teachers try scuplting them to the best way to do it.,6,5,6,6,6,6,6,6,6,5,5,6,6,5,6,6,5,6,6,5,5,6,6,6,5,6,6,6,6,5,6,6,5,5,5,6,5,6,6,6,6,6,6,4,no,100,98,1,95,72,4,NA,I prefer it as its a bit more realistic with real-world events. A teacher can influence a student a lot like a tour guide for finding locations for tourists. Although the best tour guide will not be able to do much with tourists who go off the path and do their own thing for better or worse.,1,2,6,NA,2,NA,3,2,NA,23,1,NA,46,No,No,0.449377469,0.427221642,0.655256593,0.510202327,0.535505791
324,2,sculptor,512,A11LL3J3YSXB4U,1,"When I think about my own college teachers, I noticed that there were was very limited personal interaction. They were all about business and making sure that we paid attention to the lectures. They didn't like to play around, and treated as all as equals.",A lot of times a student may feel like he doesn't have the right type of mind to process a certain subject. The teacher is like a sculptor in the way that he or she has to carve out the students brain(obviously the clay) and find the right path to implement that idea into their heads.,4,6,6,6,6,6,4,7,7,6,7,7,6,6,7,7,7,7,7,6,6,6,6,7,6,6,7,6,4,6,5,5,6,7,5,7,6,7,7,7,7,7,7,4,I feel like it was pretty well covered.,90,100,1,90,100,2,NA,"I prefer this metaphor because at the end of every college class I have had, I have felt like I've grown as a person. This was mainly due in part because of my college teachers. They start out with a very basic mold and through their techniques and hard-work they help us develop and grow into something new by the end. This was a common experience for me in both high school and college.",1,3,1,NA,2,NA,2,2,NA,24,1,NA,0,None.,Thank you for allowing me to participate.,0.822528233,1.133913067,0.325356949,0.890375142,0.520661643
325,2,sculptor,1025,A2FXZJR8X6T2Q1,1,A college teacher is a person who is supposed to be heavily educated in understanding how their industry/profession works and then in turn easily explains it to his/her students,A sculptor crafts clay to make beautiful pieces of artwork. The sculptor is in charge of shaping the clay to his/her liking and a teacher is the same way in a sense that he/she is in charge of molding future generations so they perform well in the skill they are trying to obtain,6,4,3,5,7,7,7,4,6,6,6,5,5,5,6,4,3,4,6,5,6,5,6,3,5,4,5,5,4,6,2,5,6,3,3,4,5,5,5,5,5,4,3,4,NA,80,20,1,100,60,3,NA,It is ultimately up to the athlete on how well they perform but the coach helps guide them down the right path to get them to perform well. I was also an athlete so I resonate with this metaphor.,1,3,1,NA,1,1,5,2,NA,23,3,NA,100,None,None,0.355504493,-0.409936012,-0.22026184,-0.755384379,0.319053631
326,2,sculptor,739,AN1NBJ7APXEHG,1,A college teacher requires a lot more work. They teach at a higher level and expect students to preform well.,"A student essentially does not know anything, just as clay does not have any shape. As the teacher teaches the student they begin to acquire knowledge and become smarter. Just as sculpture use tools to sculpt clay, so it takes shape.",6,5,7,6,6,7,6,3,6,6,5,5,4,4,6,4,6,5,5,6,6,5,5,5,6,6,5,6,6,6,4,6,4,6,6,7,6,7,5,4,6,6,7,4,Teachers encourage students to go beyond what they think they are capable of.,63,50,1,84,81,2,NA,"I think that teachers can teach to all students but not every student is going to absorb the ""water"" that the Gardner is pouring. I remember being in college and a professor that everyone hated, I liked, and I did well in their class. Some kids write teachers off before giving them a chance. So with the right Garnder and the right tools, students can learn.",2,3,1,NA,1,1,5,3,I have worked as a Paraeducator. In that time I taught students lessons and helped them with their assignments.,23,1,NA,33,None,Neat survey to use metaphors.,0.591616771,-0.841253958,0.485173525,0.4325983,0.142679657
327,2,sculptor,562,A1HGH370WWDHKN,1,A teacher that isn't very hands on. They just ramble things off and expect you to figure it out. Some students don't learn that way and have to go to tutoring to make sure they can have the proper knowledge to pass their tests,A teacher can be similar to a sculptor I guess. A sculptor is more hand on though. Students can be like clay because their minds are being molded to think and figure things out in different ways.,7,5,4,7,6,7,7,7,4,6,7,5,7,6,6,5,6,3,7,5,4,4,6,4,7,7,5,5,4,7,4,7,5,7,6,6,7,6,6,4,4,6,4,4,no not really,100,50,1,100,92,4,NA,"Because tour guides just explain and describe things. My teachers weren't very hands on, maybe it was just my school, but I didn't feel like they cared that much.",2,3,1,NA,1,5,4,2,NA,29,2,NA,47,"no, thank you.","No, thank you",0.460869675,-0.041704497,0.419798138,-0.717568026,0.922349738
328,2,sculptor,694,A3DY3ZO2WQLRYE,1,"A college teacher makes me think about big rooms full of students for a lecture, not being able to help student's individually or know them during lessons but having after hours in order to help.","A teacher can help kids learn and become themselves in their teachings, especially younger children who are still developing and learning. In many ways teachers are the ones who teach children and adults how to function as a human and find their own passions.",7,5,5,6,7,6,6,6,5,7,6,4,2,4,6,3,4,4,5,5,6,6,5,5,5,5,3,4,5,5,5,5,6,2,5,6,7,6,6,4,5,5,6,4,College teachers can help students become their best selves.,77,24,1,94,85,4,NA,"A teacher is in charge of teaching many different subjects, and many categories within those subjects. They have a lesson plan for each class, not defined by individual students. They teach the student's what they need to, but it's up to the student's after the class or tour to decide what they wish to look at or explore further.",3,3,1,NA,3,4,3,2,NA,26,1,NA,15,none,none,0.32054149,-1.000397037,0.090646949,-0.684782146,0.800546486
329,2,sculptor,1238,AIOLG7U4ZM44P,1,"I think that most college teachers are intelligent, skilled, and care a great deal about what they teach.","A teacher can mold a students mind with their teachings. They may also influence the students' characters. In these ways a teacher is like a sculptor, and students like clay.",6,5,4,6,3,6,6,5,4,6,5,4,5,4,3,5,5,3,3,3,6,3,3,3,6,3,6,3,3,2,3,5,5,4,5,6,7,6,4,5,5,6,5,4,NA,90,10,1,90,90,2,NA,"I think that this fits more because teachers are not manipulators of students like a sculptor is to clay, I see them more as gardeners who plant little seeds of knowledge in students' minds. They then nurture these ideas and if conditions are right they sprout and grow. I would say that this metaphor should be ""A teacher is like a gardener and students are like soil.""  Because the seeds planted by teachers grow and mature in the soil that is a student's mind.",1,2,6,NA,2,NA,4,2,NA,27,2,NA,20,"Nope, no issues.",This study made me reflect and really define my thoughts of teachers. Thank you.,-0.761797604,-0.368193348,-1.18275828,-0.506551203,0.497664851
330,2,sculptor,1642,A3JKYTCUACTDZA,1,"A college teacher is like a book. They can be interesting and fun, you just want to learn more. Or they can be dry and dull, not pulling you in to learn more.",A teacher can mold students into different shapes by how they teach and act with the students. It can turn out beautifully or ugly but does the job.,7,6,4,6,4,5,6,7,5,5,2,7,7,7,7,7,7,6,7,3,6,7,2,2,6,2,6,4,4,6,3,5,4,7,7,7,7,6,7,7,7,5,7,4,NA,82,21,1,94,99,2,NA,Teachers have all the tools and teaching to help students learn and grow. Sometimes certain seeds and plants are very hard to grow or keep alive. Students can be stubborn and stunted just like plants. But the very best teachers can help them.,2,2,1,NA,1,2,4,2,NA,23,4,Green,36,NA,"I used my arrow to go down the page, and accidentally got the attention check on the wrong bubble.",-0.521705712,1.365946493,0.029031655,0.152714555,0.106705479
331,2,sculptor,552,A2SP1CJD84TAJT,1,"older professor, wise, knowledgable, knows who to deal with college aged students, doesn't take any crap from anyone, hard working, smart","A teacher does their best to teach them all what they know about a certain subject. based on that teaching, students decide where they will use that knowledge and where it will take them in life.",7,5,5,7,6,7,5,6,5,6,6,6,6,7,7,7,6,6,6,5,6,6,5,6,6,5,6,6,5,6,5,5,6,6,6,6,6,5,5,7,7,6,6,4,NA,70,51,1,80,37,2,NA,"The students are going to learn and grow anyways in life, but that teacher is there to help them become more knowledgeable and grow in a certain way if they want to.",2,3,"1,6",NA,1,1,5,2,NA,22,1,NA,27,no,no,0.145956503,1.166667924,0.511748915,0.28876577,0.509620505
332,2,sculptor,343,A23954R5J40QR0,1,Someone who is professional. They know about their field of work. They conduct themselves in a respectful manner.,A teacher has the ability to morph the students using their knowledge into something good. They have the ability to make these students learn and understand.,5,4,6,6,4,4,5,7,5,5,6,4,5,5,5,4,6,6,4,5,5,5,5,6,5,7,5,4,5,5,5,5,6,6,5,6,5,6,7,6,6,6,6,4,Respect,100,78,1,83,77,1,NA,It just explains it in the best ways of how a teacher can help a student learn. You are molding that students mind into a way you prefer and helping them learn the material the teacher is more passionate about along the way.,1,3,1,NA,2,NA,3,2,NA,22,3,NA,63,No,N/A,0.108717278,0.036596001,0.095017627,0.013532504,0.641245801
333,2,sculptor,1007,A13G9JEAEZQPUG,1,"A sophisticated man or woman who is intelligent , dresses nice and has a lot of self respect also carries  themselves well and are polite mostly",A teacher is a sculptor because she molds her students into fine works of art. By teaching she is molding her students into their futures.,7,5,3,7,7,7,7,4,5,7,7,7,7,7,7,7,6,6,7,7,7,5,7,4,6,5,4,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,4,NA,100,43,1,100,100,2,NA,"I think this is a great metaphor, a teacher is like a gardener, waters the plants (teaches the students) and the plants (students) will grow from what the gardener (teacher) is watering them and caring to them for. To grow into big beautiful plants. (people)",2,3,1,NA,3,4,3,2,NA,24,3,NA,83,no,no,1.077553371,1.019727781,1.229844986,-0.28002465,0.882603972
334,2,sculptor,824,AE23VFQYRZMID,1,When I think of a college teacher I think of just a normal Joe Schmo.  Many of the college teachers I had in college were either close to my age or people who teach high school normally and college at night.,"A teacher is like a sculptor because he sees the students and envisions them as a model yet to be finished.  When he throws knowledge and tests them on it, it helps sculpt and model the students into an art form.",7,5,1,6,6,5,4,3,3,6,7,7,7,7,7,7,6,6,4,4,4,3,4,4,2,3,3,3,3,2,3,3,3,6,7,7,6,2,6,6,7,6,7,4,"No, many of the listed fit the metaphor well",95,70,1,90,100,2,NA,"I believe this metaphor fits better than the previous one because it is not as narrow minded.  The past metaphor implies that it is only the teacher's job to sculpt the students into their own vision of what they should know but that is not correct.  Every person learns at a different pace and learns in different manners so having a rigid structure to teaching is not beneficial.  The metaphor above I believe implies that the teacher is there to care for their teaching to help them grow.  A gardener has to pay attention to his plants and watch after them and figure out each plants potential needs.  Just like students, different plants all have different needs so the metaphor fits quite well in relation to students being like plants.",1,1,1,NA,3,2,3,2,NA,26,2,NA,50,I did not,"Very interesting survey, thank you",-1.212936434,1.080140208,-1.262662128,-0.882541384,-0.740316229
