Finished,worker,Q93,teacher_thoughts,memorycheck,favorite_metaphor,favorite_metaphor_5_TEXT,Metaphor_justify,gender_1,gender_2,gender_3,gender_4,gender_4_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,college,College-longago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_1,condition,metaphor_think,teacresp,studresp,tvs,inflearn,infdevelop,metaphor_other,care,needs,gettoknow,stimulate,respect,authority,rules,expectations,communicate,holdattention,personable,community,knowotherstudents,support,teamwork,adapt,discussion,debate,question,confident,attchk4,GotPaid,pa2_nurterer,pa3_authority,pa1_communitybuilder,pa4_engagingcommunicator,pa5_stimulator
1,A1GWCNUPQPA9JR,1,"Someone who knows a lot about a topic, but is also able to convey ideas in ways that are easy to understand. They are understanding but also have high expectations.",1,2,NA,"Students are not just clay to be sculpted, but should instead be cultivated like plants and allowed to grow and expand in the ways that they were designed to.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,I have been teaching some small undergraduate courses as a graduate student TA for the past year.,23,1,NA,9,No.,No.,sculptor,I think it implies that students have abilities within them that must be shaped by the professor. I'm not sure I totally agree with the idea.,93,4,1,100,57,No.,4,5,5,6,4,2,4,5,5,4,3,3,2,3,3,3,5,4,2,6,4,1,-0.516278228,-0.91760459,-1.057250459,-0.49248337,-0.376370454
1,A31R88Q6VY05MJ,1,I think about a highly intellectual person. I also think about university research and the time they spend on it.,4,2,NA,I like this metaphor because plants grow. This is exactly what happens when students are learning. They grow. The Gardner is the reason that they grow.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,28,3,NA,75,no,no,tourguide,The teacher is very informed on a certain topic. They are considered an expert. The students don't know much or everything on the topic. So they let the tour guide give them the tour of the subject.,80,50,1,90,13,no,5,7,3,5,4,7,6,5,6,5,7,5,3,5,4,5,4,4,4,7,4,1,0.248680961,0.28451498,-0.426446194,0.713877521,-0.272658757
1,A2LLVCCZRESWK0,1,"I think of a person who is liberally minded and calm, someone who is a little over middle-aged and a person that is not very aware of current culture.",2,4,NA,"I prefer this metaphor because a teacher can present or show things to you but it is your responsibility to pay attention, make connections and retain information.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,Elementary school teacher.,26,2,NA,23,None.,None.,gardener,A teacher can be like a gardener and students can be like plants in the sense that teachers want to help their students grow intellectually.,91,9,1,96,71,NA,5,4,5,7,5,5,5,5,4,5,5,5,5,6,5,5,7,7,7,7,4,1,-0.142823667,0.119899135,0.342310583,-0.081861096,1.459897756
1,A1OMBYB26Y2G8G,1,"When I think of a college teacher, I think of someone who is in a rush, but most of the time- willing to help.",3,4,NA,"""...students are like tourists"" means that Students are actually curious about the subject they are learning by participation (touring). I don't think all the subjects are interesting but are thought-provoking in most cases.",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,2,NA,18,2,NA,45,NA,NA,coach,"I think that the part of ""...students are like athletes"" means that they already have some interest in what the sport (in this case subject) is, but I don't think that's accurate.",45,65,2,85,50,Teachers are flexible.,4,2,5,5,7,5,3,3,4,3,2,4,3,4,5,2,4,4,2,5,4,1,-1.531645962,-0.34073732,-0.270647668,-1.122618787,-0.647985093
1,A2DS7GIC3JM5YF,1,I picture them as professional yet relaxed. They are there to help students understand concepts in various methods.,1,1,NA,I think it is very accurate because a student's perception of a concept is often dependent on the way it is presented.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,24,2,NA,27,no,no,sculptor,"A student's understanding is dependent on how a concept is being taught, so students' minds are molded like clay based on the teacher's presentation.",78,22,1,83,72,NA,5,5,5,6,5,6,6,5,5,5,4,4,5,2,3,7,3,3,2,5,4,1,0.271730279,0.107536892,-0.875796164,-0.223430614,-0.869214032
1,A2X7705RU1QQYB,1,"When thinking about a college teacher, what comes to mind is a person who is chasing tenure and outwardly tries to appear altruistic. Also depending on their gender, a college teacher can be promiscuous towards students of the opposite sex.",4,3,NA,"I prefer this metaphor, because I am an athlete myself, and therefore see more carryover when looking at this comparison. Teachers are like coaches in that they nudge athletes in a specific direction occasionally, while the students are mostly responsible for their improvement through their own personal effort.",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,2,NA,22,1,NA,40,No,No,tourguide,"Teachers can be like tour guides in that they introduce unfamiliar topics like tourist hotspots. Students are like tourists, in that they follow the tour guide and ask questions about each destination, or subject.",55,85,2,75,60,NA,3,3,5,5,5,5,6,5,5,5,3,5,5,4,5,5,5,5,5,5,4,1,-0.892818614,0.020467917,0.019208429,-0.466783497,0.323927199
1,A37DFWV5W6PXMS,1,Smart but somewhat too distracted by other obligations to teach properly. In my experience college professors also do research.,2,4,NA,It shows that teachers a more of a guide to the subject rather than the only lifeline for the student. Students are autonomous beings and they can make their own interpretations of things if guided by the right person.,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,5,2,NA,26,1,NA,7,NA,NA,gardener,"Teachers shape the way students think about the subject and how they can apply that to the real world. If they do not groom them properly, their knowledge in that subject has the potential to die out just like with a plant.",79,50,1,92,72,Teachers give one on one time to their students.,5,7,5,7,2,4,3,3,6,4,5,4,3,4,4,6,4,2,5,3,4,1,0.746809729,-1.611490438,-0.623096429,-0.161623355,-0.78127964
1,A2IBUUJQC4IWCS,1,College teachers can either make the class super fun while learning or it could go the opposite and be hard to take in more information. If you get lucky you will have the one college teacher that changes your life due to changing your outlook on learning.,4,4,NA,I thought this metaphor sounded better than all the other examples on the last page. It also makes me think about exploring.,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,3,3,I've been a teacher aid for a college professor,28,1,NA,17,"No, it went smoothly",Thank you!,tourguide,A teacher is a tour guide to new knowledge and how to go out into the world and explore while using your knowledge. Students follow along taking notes and learning from the masters on how to be sucessful.,100,100,1,100,100,Teachers listen to questions from students,6,4,3,6,7,7,4,6,6,4,5,4,5,4,5,6,5,5,6,5,4,1,-0.138927373,0.628131643,-0.120054421,-0.074722105,0.315643988
1,A5YBLEC8E1DZF,1,I could not be a college student because it has to be stressful. At Least there are people who have patience.,3,4,NA,Because when you travel you for the most part don't know much about the area so the tour guide educates you on the area.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,25,2,NA,50,None,None,coach,Teacher is like a coach because they both are the educational leaders. Students are like athletes because they are the people who learn from the leaders.,100,100,2,31,71,none,3,3,4,4,4,4,4,4,3,3,1,4,2,4,4,1,5,4,4,4,4,1,-1.67858699,-0.855645187,-0.592060163,-1.777294699,-0.305240123
1,A37JZYECZLF99Q,1,a professor who qualified to teach at a high level. This teacher would have a great understanding of the subject they are going to teach,2,2,NA,water is given to plants and then it is up to them to grow. This is the same for college students. They must do what is right with the information that they learn throughout college. This fits into my college experience because teachers have given me the information i need to succeed and i have done what i need to do outside of class to progress,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,25,3,NA,61,no,no,gardener,a teacher gives out information which could be viewed as water. The plants need this information to grow and students need information to be successful in their career,93,11,1,61,88,no,7,5,6,6,3,5,3,4,6,6,6,3,5,6,6,6,4,3,5,7,4,1,0.659689013,-0.633184243,0.291097244,0.614625433,-0.465067455
1,A12E4Z8DBFUL29,1,I think of someone who has a lot of knowledge in a particular field and felt that they would be able to share that knowledge.,3,3,NA,"I think it makes the most sense out of the four. A good coach is needed for a good team and can make bad players into great ones, the same way a good teacher is needed for good learning, and a good teacher can make a poor performing student a great one.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,23,2,NA,50,NA,NA,coach,"It means that students are to be shaped and trained by their teachers, so an effective teacher is necessary for an effective student.",86,45,1,69,76,NA,6,5,5,6,6,6,7,5,5,5,5,6,6,6,6,6,6,6,5,7,4,1,0.279723647,0.664857968,0.801244966,0.233953579,0.770391417
1,AZNN8I570JWON,1,"A professor is studious and professional, also usually older and a white male. I think of lecture halls and large class sizes with powerpoints as the center of attention in class.",2,3,NA,"The coach guides his players, but they still have the responsibility to put the learning into action and use it. In College, the professors would give us the work, but it was up to us to use the information and build our papers or assignments on the knowledge given.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,I have worked with young children in church groups.,28,2,NA,50,none,none,gardener,The teacher is supposed to cultivate and grow the ideology of the student. Students only grow big and strong due to the influence of the teacher.,90,10,1,92,100,NA,7,7,6,7,7,7,5,7,7,6,2,5,3,5,4,3,4,3,4,7,4,1,0.596594301,1.134667815,-0.257488877,0.436409496,-0.897637062
1,A2EOKCX9DOTR1N,1,A college teacher is a professional who has at least 18 graduate hours in the subject. This professional is skilled and employee by either a university or community college.,4,1,NA,Because teachers are the ones who take the students and help mold their experiences to aide them in the future.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,6,2,NA,28,2,NA,49,None,None,tourguide,The teacher helps show the student how to navigate within the classroom and online to prepare them for additional studies throughout their educational journey.,50,50,1,50,50,Knowledgable,6,4,6,7,5,7,7,6,7,7,6,6,6,5,7,7,4,4,6,6,4,1,0.439229534,0.814312133,0.746801911,1.058556879,0.033845567
1,A1Q7PQHFZNR2PA,1,"When thinking of a college teacher I think of knowledge and proper manners. However, in today's society, we rarely receive that and as such I think of our college teachers being a let down.",1,5,"""Life is 10% what happens to you, and 90% how you respond to it.""","My choice in not referring to the teach, but using a quote by Lou Holtz is simple; the teachers may be the ones giving advice and helping students grow, but ultimately, it is the students job to retain and hone their minds with the knowledge given.",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,26,2,NA,50,No issues were encountered.,Not at this time.,sculptor,Teachers are meant to teach and help students hone their abilities in the attempt to shine brighter than the teachers themselves.,72,100,2,84,78,Not quite.,5,3,6,4,4,4,4,6,4,3,6,4,5,5,5,4,6,5,3,5,4,1,-0.486367342,-0.602695395,0.29147953,-0.708526957,0.22599562
1,A16Y5JEB1EF9CY,1,Relaxed on a personal level but more serious as far as curriculm. They are more open to helping you outside of the classroom and actually want you to learn the material and not just get an A on the tests.,2,2,NA,I think it makes the most sense. It's the most common in society which means that other people see this analogy more than the others.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,Preschool classes,24,2,NA,74,No,No,gardener,A teacher can be a gardener because they are planting the knowledge into their students heads. They give us the knowledge we need in order to survive in our field just like gardeners water their plants to make them grow.,79,66,1,81,67,NA,5,5,5,6,5,5,5,5,6,5,5,5,6,5,6,5,5,6,5,5,4,1,-0.010287969,-0.166031137,0.500278188,0.164002716,0.644398368
1,A3N30TU7ZTLNB9,1,I think of someone who’s knowledgeable enough to teach a college class . Someone who’s gone through and taken the appropriate courses to qualify to teach,1,1,NA,I prefer it cause it makes sense to me and connects with me,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,4,2,NA,28,2,NA,0,No,No,sculptor,A metaphor is a comparison of things. I college teacher can sculpt their students like clay and make them realize or learn whatever is in their ciriculum,56,52,2,47,50,No,5,3,5,5,4,5,4,4,5,6,2,4,4,3,5,4,4,5,4,2,5,1,-0.697339533,-0.903813442,-0.321492817,-0.79840024,-0.168455292
1,A3285DPCS1GT0U,1,A college teacher is wise in the subject they are teaching. They have either field experience or a lot of educational based knowledge in the subject.,4,2,NA,Students are dependent and feed off the kind of school experience a teacher provides for them.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,5,2,NA,28,1,NA,15,no.,no.,tourguide,Tourist visit a location or object of interest and seek out a tourist who they assume is familiar with it to educate them on it.,50,50,2,90,40,NA,4,4,4,5,7,6,4,6,4,4,6,4,4,4,4,4,4,6,6,6,4,1,-0.713113,0.503171471,-0.477452273,-0.424049564,0.622724558
1,A2KJ2DFPCND1LI,1,I think of a middle aged or older person who is either a full time academic or a retired professional that now teaches part time,2,3,NA,"I prefer this metaphor because it indicates that the teacher is there to guide the students on what to do, but it's up to the student to practice and put in their own effort in order to be successful. Because even a good coach can have bad players, and good teacher can still have bad students.",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,5,2,NA,25,4,None,93,no,no,gardener,"A college teacher should cultivate his students just as a gardener cultivates his plants. If he is diligent in caring for them, they will grow. Otherwise, they will die off.",97,23,1,93,93,A teachers methods have either a strong negative or positive affect on students,7,7,7,7,5,5,5,3,6,6,6,6,2,3,3,7,5,2,1,6,4,1,1.362613536,-0.439954316,-0.755775922,0.973761141,-1.248361217
1,A343VKBL59TM6F,1,"A college teacher makes me think of someone who teaches the same subject, semester in and semester out and is organized with powerpoints",4,2,NA,"I prefer this metaphor for college teaching, because everyone in the room is a little different. A gardener tends to the needs of each and every plant based on it's need; some plants need more sunlight, some plants need shade, some plants need watered, some plants prosper on their own without much help. I think in college it is essential for a teacher to have different approaches in class based on their students needs, it is their duty to make sure we are able to get the most out of their class and grow.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,I helped homeschool my siblings,24,2,NA,49,no,It really envoked the thought process. i enjoyed it,tourguide,A teacher is guiding the students through the subject enough to get a good idea of the subject but not necessarily know it inside and out,94,100,2,100,51,no,7,7,1,7,7,7,7,7,7,7,7,7,1,4,4,4,1,1,1,7,4,1,0.346401352,1.334927568,-0.682537302,1.48854781,-2.052632569
1,A2N35EB4J2N4VJ,1,"I think about the absent minded professor who you could trust with anything, or the horrible English teacher who is a complete snitch. Also the free-wheeling theater course teacher who may or may not dance on the desk at the end of the year.",3,2,NA,"Students are willing to sit in their chairs and take up most of what a teacher is putting out. if a teacher helps a student out, by watering it in the metaphorical sense, then they will thrive.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,I used to read to preschoolers on a regular basis.,26,1,NA,0,Nope. all good.,considering teachers coaches seems like a dangerous precedent to set.,coach,I understand that a college teachers push students to learn but the idea that we are athletes is disingenuous in my opinion because athletes always seem to strive for greatness. most students are just trying to pass.,100,100,1,82,53,"I don't think so, i don't like the metaphor in general.",3,1,2,2,7,7,7,7,4,4,1,5,3,5,5,1,1,2,5,6,4,1,-2.451981732,1.380840574,-0.126110739,-1.390664163,-1.34603877
1,A3J6XLRC4YUNGO,1,"The immediate thought that comes to mind is a mature, well-educated adult with a passion for teaching.",2,3,NA,"This metaphor puts an emphasis on teamwork. A comparison between teacher and coach is fitting because a coach plays a direct role in the growth of his or her athletes, but does not account for the athletes' full potentials. That responsibility is placed on the student.",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,5,1,I served as a teaching assistant for a lower division physiology course for my last two years in college.,24,2,NA,58,NA,NA,gardener,Teachers are fountains of knowledge and wisdom that should be responsible for passing that down to the students. Well educated students rely on the quality lessons by teachers,65,8,1,100,100,NA,7,7,6,7,3,6,6,6,5,3,5,5,3,5,3,7,3,4,3,6,4,1,1.439357044,-0.076498998,-0.480766063,-0.320665409,-0.56134076
1,A125C9H1HM1XZQ,1,I think about irritation with college students. I think about excessive excel spreadsheets and organization.,1,2,NA,"Ideally, college is the last stop before we're sent off into the real world and that is where we should learn applicable lessons and plant them inside our head to sprout when we have actual responsibilities and hardships.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,6,2,NA,27,1,NA,0,No,No,sculptor,A teacher is going to be influential in molding students to make them their best selves. A teacher is someone that can offer advice/guidance/examples of how students should be and they're influential since the student seems them so often.,33,92,2,75,41,"No, nothing comes to mind.",7,7,6,6,6,4,7,5,6,6,4,5,5,5,7,6,6,7,4,3,4,1,0.930006986,-0.198903032,0.763841803,0.005364237,0.871923501
1,A3IB23TZXY5X8G,1,"I think of a professor, usually middle-aged or a little bit older, with a graduate student as a TA. They typically dress business casual, if not a little scruffy, and are serious.",2,4,NA,"I think this is the closest because students can choose whether or not to digest a teacher's lessons, much like tourists can choose whether or not to listen to the tour guide.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,23,2,NA,30,I did not! :-),"I completed my BA, but am presently enrolled in my Master's program at my same university. :-)",gardener,A teacher is like a gardener because they cultivate the health (learning) of the plans (students) in class.,90,10,1,85,75,Not that I can think of right now!,6,6,5,6,5,5,5,5,6,6,5,6,5,6,5,5,6,5,7,5,4,1,0.461996615,-0.099536144,0.48228121,0.408848145,0.525392699
1,A13ABEEB172O19,1,Someone who is intelligent and very fluent in their field.  Generally someone that is involved in some way or another on a professional level outside of teaching on a subject or discipline.,4,2,NA,"It's not necessarily known how good a student will be when they begin in school or a particular discipline, much like a seed.  However with good care and the right materials they will blossom into intelligent young adults.  Though it's possible the original seed doesn't turn into the plant that it was thought to originally be.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,28,2,NA,60,None,NA,tourguide,"A teacher guides students through the subject they teach.  While a student is new to a subject you could consider them tourists, learning about a new place.",60,40,1,55,20,N/A,6,5,4,7,4,3,7,7,5,5,5,3,3,2,4,5,5,6,7,7,4,1,0.058169163,0.168485283,-0.964101,-0.018651016,0.945669087
1,A385KK0S9SL4UU,1,The first thing that comes to mind when I think about a college teacher are the professors at my school. I've had positive experiences with almost all of them.,1,2,NA,"I prefer this metaphor because I love plants. It's a pretty accurate description of the teacher student relationship, too. Teachers are like gardeners because they give their plants, or students, what they need to grow.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,21,1,NA,0,No.,No.,sculptor,A college teacher can be like a sculpture because they sculpt the minds of those in their classes. Students can be like clay because they're the ones being sculpted or shaped by the college teacher.,70,30,1,75,78,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,1.398962883,1.313988456,1.423112789,1.416256016,1.420036147
1,A2SS9E4UEZLVXR,1,The students are adults and should be more self sufficient. The classes are more complex but they are able to change each semester so that the information presented to students is current.,1,2,NA,"The teacher helps the students to grow like gardeners help plants, but teachers do not force the students to do anything.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,NA,23,2,NA,40,NA,NA,sculptor,I think it can be partially true. The teachers are able to present ideas that can affect how the student views a topic in their life.,79,20,1,95,80,Patient,6,6,6,7,2,5,5,5,6,6,6,6,5,5,6,6,6,4,2,5,4,1,0.856757643,-0.764796931,0.508320331,0.664713197,-0.194709096
1,AQQ5IBW9WXPPH,1,"Someone that has to work at several universities to make ends meet. Someone that wants to provide an important service, but still remains poor and/or in debt.",4,3,NA,"The other metaphors described the students in ways that are passive. Treating students like clay, or like tourists, means they're not very active in the learning process.

A teacher, in college, provides students with some information, and then they apply it. That's very similar to what a coach does (I'd imagine), where they tell their athletes/team how to do the job, and then let them do the work. Further, a coach can't do the job; it's up to the athletes to apply themselves to win the game. Similarly, students must apply themselves actively in life, with the information given, to be successful.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,I have tutored writing in a writing center at a previous community college.,25,2,NA,20,No,No,tourguide,"A teacher can be like a tour guide in that they're touring students through a subject. Along the way, students can gawk, ask questions, or scurry away if they're bored, as tourists do.",59,42,1,95,63,No,4,5,3,4,5,6,5,5,5,6,4,5,4,4,4,2,5,3,5,5,4,1,-0.974975977,0.089461543,-0.355892977,-0.073960748,-0.45939977
1,AQOF4MDU3D4XT,1,"Educated, someone who is passionate, maybe someone who does research. Someone who has at least a Master's degree. Someone who is teaching to adults, not to children.",3,5,"A teacher is a lighthouse, the students are the people guiding the boat.","Because the teacher can't do the work for the student, they are just a guide, they provide some light in the right direction, but they don't give you the answers (at least not the good ones). The good ones let you figure things out on your own, nudge you in the right direction, ask probing questions, but allow you to make your own choices.",NA,NA,NA,1,genderqueer,1,NA,NA,NA,NA,NA,NA,NA,1,2,6,1,I was an undergraduate TA and a graduate TA. I taught 1 lecture as a graduate TA.,28,2,NA,0,no,"All of the analogies seem to be very power based, I would be curious what a more equal power footing metaphor would look like and how that would influence the study.",coach,"A Coach calls the plays, makes decisions about who belongs where and when. The students/athletes have to listen to the coach.",46,76,2,82,51,Providing expert guidance.,4,4,5,5,4,5,6,4,4,4,5,3,4,4,4,5,5,5,5,5,4,1,-0.498837303,-0.385422046,-0.495781229,-0.619171032,0.405011375
1,AXDN1LWX2GF9I,1,A guy wearing glasses and khakis sitting at a desk. His shirt is tucked in and his shoes are brown leather. He's graying and has a too-long tie with no blazer.,2,4,NA,"I prefer this metaphor because in a tour people generally want to observe the guide, but also are free to come and go as they please. That said, it is a safe bet but not guaranteed that the guide knows more than the tourists.  I like this metaphor because it most clearly displays that teachers are important but the responsibility is not all on them to ensure proper learning. The tourist, or student, needs to take the initiative to seek out the tour guide and can decide how much energy they invest in receiving the information.  It does not suggest the full dependency by the students or the absolute influence for the teachers that some of the other metaphors do, .",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,20,1,NA,20,NA,NA,gardener,A gardener nurtures his plants and encourages them to grow. In the same way a teacher has the duty to ensure his students grow and flourish.,85,30,1,90,65,I think the list above just about covers it,7,7,4,2,2,3,3,4,2,1,2,1,1,2,1,7,2,1,2,4,4,1,0.821097256,-1.675318571,-1.935497407,-2.514003451,-1.918402484
1,AMXUA74I01LNB,1,"They're hard working, dedicated to their craft, and have an invaluable ability to handle multiple tasks at any given time.",4,3,NA,"This metaphor best represents the responsibility of both teachers and students in college. The teacher's job is only to provide the materials and resources to guide the student. It is the student's job to perform and practice, and utilize those skills.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,23,2,NA,39,No,No,tourguide,A teacher guides their students through the material giving anecdotes and supporting evidence as well as pointing out the important information. Just as a tour guide does for tourists.,74,30,1,85,47,NA,5,4,5,6,5,5,5,5,7,6,6,4,3,4,4,5,4,2,6,6,4,1,-0.207502465,0.068312336,-0.559348261,0.828315594,-0.692409319
1,AQSV8Y51ZC16C,1,"So to speak, a college teacher or professor is a person to look up to. It's not just what they have to say but students can also learn a lot from the way they carry themselves and are viewed by others.",1,3,NA,"A coach or trainer is a teacher, so I think this an apt metaphor. I am even tempted to say it's not a metaphor at all, but a totally accurate reflection of the reality. However, your English Language professor won't exactly have a baseball cap and a whistle, yelling at you to run faster, so I think the metaphor is a great one. They might crack down or demand respect.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Multi-racial (Latino & Caucasian),2,NA,3,2,NA,28,2,NA,50,None!,Thanks so much!!!,sculptor,"A teacher takes a new student like an artist paints a picture on a blank slate. The teacher will mold them into educated graduates. Hence, the metaphor",95,50,1,95,90,Teachers make a positive imprint on their students.,6,6,4,7,7,6,5,5,4,7,4,3,3,5,5,6,5,5,2,7,4,1,0.37613036,0.587149948,-0.357820089,0.092669479,-0.028762284
1,A1QXSL0EPMOF7Q,1,Potentially hit or miss. Either really loves teaching and does an amazing job or horrible job. So far I've only had good professors thankfully.,3,4,NA,"Teachers should help students understand the material, not only provide it. Many teachers throw everything out but don't explain any of it or how to understand it. Teachers should guide and show students how to understand the foreign material.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,19,2,NA,49,NA,NA,coach,Teachers provide the materials to the students like coaches do to athletes. It is the students responsibility to put it to use to succeed.,30,85,2,51,51,NA,5,5,5,5,6,7,7,4,4,6,6,5,4,5,6,6,6,6,5,5,4,1,0.003013401,0.437041821,0.263801299,0.018488569,0.773218789
1,AXVE0NL5MAFS,1,"when i think about college teacher i think of someone who knows a lot of think, but doesn't always know how to convey this knowledge",2,3,NA,"i like this metaphor better because a coach can force you to do anything, but will guide you and give you advice. And just lie a coach a teacher can give you the knowledge, but at the same time it is up to the student to practice and decide what s/he wants to do with said given knowledge.",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,24,1,NA,68,no,n/a,gardener,"college teacher are compared to a gardener because just like a gardener a teacher takes care of his students, just like a gardener will of his plants.",88,47,1,100,86,n/a,3,4,3,4,4,4,4,4,4,5,5,5,4,4,4,4,5,4,4,3,4,1,-0.962883161,-1.019667531,-0.32055576,-0.617805393,-0.13212551
1,A2QH36OVB51WSR,1,A professor that is supposed to be passionate about the line of study they chose to teach. A professor is someone who helps guide you in your chosen class/field. People who have a love of teaching but hate dealing with kids,2,2,NA,"I love this metaphor because teachers can either help develop a love or cultivate a hatred of a subject or topic that someone previously felt the opposite about. They really do nourish their students. Teachers are responsible for giving us the basics, it's up to us if we are going to use what they provide to grow and expand.",NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,24,1,NA,6,No,No,gardener,Teachers are responsible for nourishing and helping students grow. They provide the essentials to help students sprout and branch out.,31,100,2,58,9,None at this time.,7,7,4,7,7,6,1,7,1,3,1,7,1,7,1,7,1,1,1,1,4,1,1.471147035,-0.32018652,-0.594904588,-2.554100076,-2.349153677
1,AKJRJZKGEO8ST,1,i believe college professors are extremely smart and very driven individuals. they should be able to inspire their students to do great things.,3,4,NA,"i like this one best because it maintains that there is more to know to whatever is shown. a tourist, like a student, is given information but there is always more to learn or more to see. a tourist is a guide.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,NA,3,3,have taught some classes and tutored,23,1,NA,26,no,no. thank you!,coach,"a college teacher, as mentioned in my last answer, should inspire. i think that that is similar to how a coach behaves.",80,100,2,70,55,n/a,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,0.685475549,0.57238906,0.816228053,0.640729404,0.847028722
1,A1X79L9S8T2A0Z,1,"I think of a college teacher as Educated, loyal, stressed, strong, and mentally fit. I believe they actually care about the students because they want to make sure they are prepped for the real world before they receive their degree.",1,2,NA,"I chose this specific metaphor due to the fact of the realism behind it. Plant's can't grow all that well without water, food, and overall care for them. A teacher is a gardener, they have to provide materials (Food), they provide their input (water) and they guide students through the problems (overall/general care) to help the students (plants) flourish.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,26,3,NA,100,None at all.,Thank you for the survey.,sculptor,"The students will mold and adapt to what the teacher provides and says. The teacher is what creates the student, successful or not, it's up to the teacher to do everything in their power. The education is in their hands.",100,100,1,100,100,n/a,4,3,4,5,7,4,7,4,5,6,4,4,4,5,4,4,7,7,6,5,4,1,-1.076694347,0.151322337,-0.11289203,-0.06049342,1.255467206
0,ABA7MQ3ICZI7W,1,"Usually just another student, unless tenured. Easier to approach than lower levels of educations teachers",4,5,A teacher and their students are like blind dicks thrusting into space.,"Because not every curriculum is going to engage with every student, as teachers deal with ever growing class sizes and demographics of students, it literally is a guessing game. A blind dick thrusting wildly into space, in my opinion, sums up both the task of the teacher (What do I teach?), and the student. (What do I learn?) After enough probing you're eventually gonna land somewhere warm and enticing.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,5,2,NA,29,4,Libertarian,61,NA,NA,tourguide,"Like my original statement, the tour guide and the tourists are still on the tour together, the guide just knows the early material",51,67,2,74,54,NA,3,4,4,4,3,4,4,3,5,5,4,5,4,5,6,3,5,3,3,4,4,1,-1.087441718,-1.210137904,0.24361659,-0.355212895,-0.571294694
